Loan Name;Account ID;Account Holder Name;Account State;Loan Amount;Principal Due;Total Due;Total Paid;Days In Arrears;Interest from Arrears Balance;Interest from Arrears Due;Interest from Arrears Paid;Days Late;Product;Product Category;Created;Last Modified;Closed Date
BNPL - Dynamic;AVXZ394;Carol Amandino;In Arrears;500,00;400,01;400,18;100,03;183,00;0,05;0,05;0,00;183,00;BNPL - KTB;PERSONAL_LENDING;30-01-2023 18:10:19;15-02-2023 12:25:17;
SO Mortgage Account - EUR;456240291;Angelina Jolie;In Arrears;10000,00;4000,00;4135,29;5187,44;109,00;42,03;42,03;0,00;110,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;28-02-2023 09:22:44;20-07-2023 01:06:27;
Agriculture Loan;L00035;Pedro Miguel Marquez;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;23-02-2021 13:49:48;06-12-2022 17:45:23;
Agriculture Loan;L00039;Pedro Miguel Marquez;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;23-02-2021 14:16:37;06-12-2022 17:45:23;
BNPL - Dynamic;MARKETBANK-106485;Joud  Zaumot;Closed;69,99;0,00;0,00;69,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 19:30:34;27-06-2022 19:34:30;27-06-2022 19:34:31
BNPL - Dynamic;MARKETBANK-800808;Joud  Zaumot;Closed;69,99;0,00;0,00;69,99;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 19:32:19;27-06-2022 19:34:24;27-06-2022 19:34:25
Golden Bullet Loan​;TDFU161;Teste Empresa;Approved;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Golden Bullet Loan​;SME_LENDING;16-06-2023 15:50:26;16-06-2023 15:50:27;
Golden Bullet Loan​;BVBF031;Teste Empresa;Approved;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Golden Bullet Loan​;SME_LENDING;16-06-2023 15:51:04;16-06-2023 15:51:04;
BNPL - Dynamic;MARKETBANK-774928;Gil Pinto;In Arrears;79,99;15,79;15,94;65,25;327,00;0,00;0,00;0,04;327,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 17:05:42;20-01-2023 01:01:11;
Revolving ;JNZV511;Client Nuno Faria;Pending Approval;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Revolving ;PERSONAL_LENDING;16-12-2021 18:07:17;06-12-2022 17:50:16;
Retail Mortgage;MRTG-RET-VAIT867;James Theodore White;Closed;150000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Retail Mortgage;RETAIL_MORTGAGES;31-03-2021 13:34:46;09-04-2021 16:57:47;09-04-2021 16:57:47
SO Bank BNPL ;835485112;Upskill-test-group-priscilla;Pending Approval;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Bank BNPL ;PERSONAL_LENDING;27-03-2023 16:37:35;27-03-2023 16:37:35;
Construction Loan;L00071;Maria Graca Cardoso;Pending Approval;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;30-03-2021 11:50:19;06-12-2022 17:45:36;
Credit Card PT;L00075;Martim Leitao Reis;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;30-03-2021 11:50:38;06-12-2022 17:45:30;
Student Loan;QESB827;Client Nuno Faria;In Arrears;3001,00;300,10;387,13;3,00;14,00;0,00;0,00;0,00;28,00;Student Loan;;24-07-2020 10:49:45;26-07-2023 01:14:31;
Capitalized Fee test;L045;Pedro Miguel Marquez;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;09-04-2021 10:34:13;06-12-2022 17:45:23;
Fishermen Group Loan;L049;Andre Drumond Mateus;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;09-04-2021 10:34:30;06-12-2022 17:45:32;
Personal Loan;L048;Pedro Miguel Marquez;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;09-04-2021 10:34:42;06-12-2022 17:45:20;
Student Loan;L046;Andre Drumond Mateus;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;09-04-2021 10:34:49;06-12-2022 17:45:41;
Agriculture Loan;CWOP606;Client Nuno Faria;In Arrears;950,00;864,45;915,35;111,00;760,00;0,00;0,00;0,00;760,00;Agriculture Loan;UNCATEGORIZED;09-04-2021 11:59:19;06-12-2022 17:45:28;
Agriculture Loan;BNWK855;Client Nuno Faria;In Arrears;950,00;950,00;1026,35;0,00;396,00;0,00;0,00;0,00;396,00;Agriculture Loan;UNCATEGORIZED;09-04-2021 12:03:27;06-12-2022 17:45:28;
Term Credit - (very) Long Term ;EZHL978;Carol Amandino;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Credit - (very) Long Term ;SME_LENDING;13-06-2023 17:01:54;13-06-2023 17:01:55;
Term Credit - (very) Long Term ;IGXY923;Carol Amandino;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Credit - (very) Long Term ;SME_LENDING;13-06-2023 18:06:19;13-06-2023 18:06:19;
Term Credit - (very) Long Term ;TGXL469;Carol Amandino;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Credit - (very) Long Term ;SME_LENDING;13-06-2023 18:41:16;13-06-2023 18:41:16;
Term Credit - (very) Long Term ;QLKN317;Carol Amandino;Approved;600,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Credit - (very) Long Term ;SME_LENDING;13-06-2023 19:20:03;13-06-2023 19:20:03;
Term Credit - (very) Long Term ;ZGCW800;Carol Amandino;Approved;8000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Credit - (very) Long Term ;SME_LENDING;13-06-2023 19:37:19;13-06-2023 19:37:19;
Agriculture Loan;SLAU504;Andre Costa Fernandes;Approved;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;08-02-2021 15:57:47;06-12-2022 17:45:25;
Agriculture Loan;YTFE587;Mark Test;Approved;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;08-02-2021 16:24:53;06-12-2022 17:45:26;
Agriculture Loan;GJAG821;Andre Costa Fernandes;Approved;970,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:23;
Agriculture Loan;BPDK665;Andre Costa Fernandes;Approved;970,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:23;
Agriculture Loan;YVMK197;Andre Costa Fernandes;Approved;970,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:23;
Agriculture Loan;PEOX459;Andre Costa Fernandes;Approved;970,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:23;
Agriculture Loan;USLN513;Andre Costa Fernandes;Approved;970,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:23;
Demo - Short Term;1000;testeGroupMambu;Pending Approval;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Demo - Short Term;PERSONAL_LENDING;29-07-2022 18:08:19;06-12-2022 17:45:27;
